year,month,searches,search string,search string cleaned,active tab,signed in,on campus,results
2015,3,22,deci and ryan,deci and ryan,,0,,
2015,3,22,discourse analysis,discourse analysis,,10,,
2015,3,22,emk diskriminering*,emk diskriminering,,0,,
2015,3,22,foreldrerådgivning,foreldrerådgivning,,4,,
2015,3,22,fornye lån,fornye lån,,2,,
2015,3,22,hamsun,hamsun,,4,,
2015,3,22,gulatingsloven,gulatingsloven,,0,,
2015,3,22,hans jacob orning,hans jacob orning,,0,,
2015,3,22,italia fascisme,italia fascisme,,0,,
2015,3,22,japan post war reconciliation,japan post war reconciliation,,0,,
2015,3,22,jordbruk scandinavia,jordbruk scandinavia,,0,,
2015,3,22,jødehat,jødehat,,16,,
2015,3,22,diskrimineringsvern,diskrimineringsvern,,0,,
2015,3,22,malte laurid brigge death,malte laurid brigge death,,2,,
2015,3,22,tidsskrift for norsk psykologforening,tidsskrift for norsk psykologforening,,0,,
2015,3,22,niklas luhmann,niklas luhmann,,6,,
2015,3,22,norwegian / music / fiddle,norwegian music fiddle,,0,,
2015,3,22,patrick seale asad,patrick seale asad,,16,,
2015,3,22,policy-making in the european union,policy making in the european union,,6,,
2015,3,22,content analysis,content analysis,,4,,
2015,3,22,research methods,research methods,,0,,
2015,3,22,roman economy,roman economy,,0,,
2015,3,22,sand i maskineriet.,sand i maskineriet,,0,,
2015,3,22,shoulder dystocia at delivery population-based studies of risk factors,shoulder dystocia at delivery population based studies of risk factors,,0,,
2015,3,22,sociology resistance,sociology resistance,,0,,
2015,3,20,antisemitism medieval europe,antisemitism medieval europe,,0,,
2015,3,20,arbeidsliv i norge,arbeidsliv i norge,,0,,
2015,3,20,auditory deprivation,auditory deprivation,,20,,
2015,3,20,bibliotheca nordica,bibliotheca nordica,,0,,
2015,3,20,bioone,bioone,,0,,
2015,3,20,biskupa,biskupa,,0,,
2015,3,20,carol dweck,carol dweck,,2,,
2015,3,20,daloz 2007,daloz 2007,,0,,
2015,3,20,digital mobbing,digital mobbing,,6,,
2015,3,20,econlit,econlit,,0,,
2015,3,20,elizabeth skjelsvik,elizabeth skjelsvik,,0,,
2015,3,20,fjellsbø,fjellsbø,,0,,
2015,3,20,fredrik barth,fredrik barth,,10,,
2015,3,20,fru ines,fru ines,,0,,
2015,3,20,galen,galen,,0,,
2015,3,20,gustav vigeland,gustav vigeland,,0,,
2015,3,20,hong lou meng,hong lou meng,,0,,
2015,3,20,inspection of home education in european countries,inspection of home education in european countries,,6,,
2015,3,20,judges against justice,judges against justice,,0,,
2015,3,20,kategorial dannelse,kategorial dannelse,,4,,
2015,3,20,kvale det kvalitative,kvale det kvalitative,,0,,
2015,3,20,det annet kjønn,det annet kjønn,,2,,
2015,3,20,metodebok for mediefag,metodebok for mediefag,,0,,
2015,3,20,"making places of intimacy—ethnicity, friendship, and masculinities in oslo",making places of intimacy—ethnicity friendship and masculinities in oslo,,0,,
2015,3,20,marcin kromer,marcin kromer,,6,,
2015,3,20,medical microbiology,medical microbiology,,0,,
2015,3,20,kant,kant,,0,,
2015,3,20,philippe oriol,philippe oriol,,0,,
2015,3,20,prangende forbruk,prangende forbruk,,0,,
2015,3,20,norsk referansegrammatikk,norsk referansegrammatikk,,0,,
2015,3,20,qualitative data analysis,qualitative data analysis,,20,,
2015,3,20,rubem fonseca,rubem fonseca,,0,,
2015,3,20,thagaard,thagaard,,2,,
2015,3,20,stereotyper,stereotyper,,0,,
2015,3,20,sylvia plath,sylvia plath,,0,,
2015,3,20,syrian / refugee / turkey,syrian refugee turkey,,0,,
2015,3,20,the near east since the first world war,the near east since the first world war,,12,,
2015,3,20,the politically correct body / pollitt,the politically correct body pollitt,,0,,
2015,3,20,the skilled helper,the skilled helper,,0,,
2015,3,20,malterud,malterud,,6,,
2015,4,57,det organiserte vanvidd,det organiserte vanvidd,,0,,
2015,4,49,atekst,atekst,,0,,
2015,4,49,exphil,exphil,,6,,
2015,4,47,lupus,lupus,,0,,
2015,4,40,det kvalitative forskningsintervju,det kvalitative forskningsintervju,,2,,
2015,4,40,menneskets fysiologi,menneskets fysiologi,,3,,
2015,4,35,medisinsk mikrobiologi,medisinsk mikrobiologi,,7,,
2015,4,34,"wiggen, geirr",wiggen geirr,,0,,
2015,4,33,kvalitativ metode,kvalitativ metode,,2,,
2015,4,33,"non-representational theory: space, politics, affect",non representational theory: space politics affect,,0,,
2015,4,32,spesialpedagogikk,spesialpedagogikk,,4,,
2015,4,31,rettskildelære,rettskildelære,,0,,
2015,4,31,immunologi,immunologi,,20,,
2015,4,31,gyldendal rettsdata,gyldendal rettsdata,,0,,
2015,4,30,gaardsrud,gaardsrud,,0,,
2015,4,30,vygotsky,vygotsky,,2,,
2015,4,29,ingunn størksen,ingunn størksen,,0,,
2015,4,28,utlendingsrett,utlendingsrett,,6,,
2015,4,28,debitorskifte,debitorskifte,,0,,
2015,4,27,a sociology of education,a sociology of education,,2,,
2015,4,27,lungesykdommer,lungesykdommer,,3,,
2015,4,27,international organization and global governance,international organization and global governance,,2,,
2015,4,27,"hesstvedt, eigil",hesstvedt eigil,,0,,
2015,4,27,sosialisering,sosialisering,,1,,
2015,4,26,familiepedagogikk,familiepedagogikk,,1,,
2015,4,26,hans petter graver,hans petter graver,,0,,
2015,4,25,pubmed,pubmed,,0,,
2015,4,25,nytt på nett og brett,nytt på nett og brett,,3,,
2015,4,24,avtalerett,avtalerett,,5,,
2015,4,24,christiania,christiania,,0,,
2015,4,24,krimmigrasjon,krimmigrasjon,,3,,
2015,4,24,knophs oversikt,knophs oversikt,,2,,
2015,4,23,arbeidsrett,arbeidsrett,,0,,
2015,4,23,bourdieu,bourdieu,,3,,
2015,4,23,marianne gullestad,marianne gullestad,,0,,
2015,4,22,erik reinert,erik reinert,,0,,
2015,4,22,intervju som forskningsmetode,intervju som forskningsmetode,,6,,
2015,4,22,influensa,influensa,,0,,
2015,4,22,"""variability modeling"" correct",variability modeling correct,,0,,
2015,4,21,intracardiac injection,intracardiac injection,,0,,
2015,4,21,principles of comparative politics,principles of comparative politics,,4,,
2015,4,21,making laws for cyberspace,making laws for cyberspace,,1,,
2015,4,21,peter singer,peter singer,,0,,
2015,4,21,forskningsmetode,forskningsmetode,,5,,
2015,4,21,positions of success / breastfeeding,positions of success breastfeeding,,0,,
2015,4,21,social media,social media,,0,,
2015,4,20,introduksjon til samfunnsvitenskapene,introduksjon til samfunnsvitenskapene,,6,,
2015,4,20,global and european treaties,global and european treaties,,2,,
2015,4,20,women,women,,1,,
2015,4,20,stress and autoimmunity,stress and autoimmunity,,0,,
2015,4,20,ulrike schultz and gisela shaw,ulrike schultz and gisela shaw,,17,,
2015,4,19,andrea del sarto,andrea del sarto,,0,,
2015,4,19,aum shinrikyo,aum shinrikyo,,0,,
2015,4,19,aftenposten,aftenposten,,0,,
2015,4,19,stein på stein,stein på stein,,0,,
2015,4,19,ielts,ielts,,0,,
2015,4,19,introduction to econometrics,introduction to econometrics,,2,,
2015,4,19,judgment and justification in early judaism and the apostle paul,judgment and justification in early judaism and the apostle paul,,19,,
2015,4,18,cicero,cicero,,0,,
2015,4,18,global and regional treaties,global and regional treaties,,3,,
2015,4,18,folkerettslig tekstsamling,folkerettslig tekstsamling,,0,,
2015,4,18,tilpasset opplæring,tilpasset opplæring,,1,,
2015,4,18,ordbok,ordbok,,1,,
2015,4,18,utviklingspsykologi,utviklingspsykologi,,2,,
2015,4,18,john hattie,john hattie,,2,,
2015,4,18,rettskildelære under debatt,rettskildelære under debatt,,3,,
2015,4,18,musikk og identitet,musikk og identitet,,0,,
2015,4,18,astronomi en kosmisk reise,astronomi en kosmisk reise,,1,,
2015,4,17,analyzing popular music,analyzing popular music,,4,,
2015,4,17,introduksjon til samfunnsvitenskapelig metode,introduksjon til samfunnsvitenskapelig metode,,2,,
2015,4,17,cultural influences on medicine use among first-generation pakistani immigrants in norway,cultural influences on medicine use among first generation pakistani immigrants in norway,,0,,
2015,4,17,nasjonalisme,nasjonalisme,,1,,
2015,4,17,hans barstad,hans barstad,,0,,
2015,4,17,journalistikkens samfunnsoppdrag,journalistikkens samfunnsoppdrag,,5,,
2015,4,17,kritisk tenkning,kritisk tenkning,,0,,
2015,4,17,foucault,foucault,,1,,
2015,4,17,norskdidaktikk,norskdidaktikk,,4,,
2015,4,17,steinar kvale,steinar kvale,,0,,
2015,4,17,law and the internet,law and the internet,,1,,
2015,4,16,aksel tjora,aksel tjora,,0,,
2015,4,16,bygg,bygg,,0,,
2015,4,16,cecilie løveid,cecilie løveid,,2,,
2015,4,16,charles taylor,charles taylor,,0,,
2015,4,16,forvaltningsrett,forvaltningsrett,,1,,
2015,4,16,exphil ii,exphil ii,,5,,
2015,4,16,idunn,idunn,,0,,
2015,4,16,strafferett,strafferett,,3,,
2015,4,16,max weber,max weber,,0,,
2015,4,16,metodebok for mediefag,metodebok for mediefag,,0,,
2015,4,16,det kollektive arbeidslivet,det kollektive arbeidslivet,,0,,
2015,4,16,på egne vilkår,på egne vilkår,,2,,
2015,4,16,sosiale medier,sosiale medier,,1,,
2015,4,16,motivasjon og selvforståelse,motivasjon og selvforståelse,,0,,
2015,4,16,tilleggsvederlag,tilleggsvederlag,,0,,
2015,4,16,"""traditional values""",traditional values,,12,,
2015,4,15,abay 2010,abay 2010,,0,,
2015,4,15,akademisk skriving,akademisk skriving,,1,,
2015,4,15,jussens venner,jussens venner,,2,,
2015,4,15,det vurderende øyet,det vurderende øyet,,1,,
2015,4,15,cessio legis,cessio legis,,0,,
2015,4,15,en kosmisk reise,en kosmisk reise,,2,,
2015,4,15,hikari no wa,hikari no wa,,0,,
2015,4,15,læreren med forskerblikk,læreren med forskerblikk,,2,,
2015,4,15,innovasjon i skolen,innovasjon i skolen,,2,,
2015,4,15,irak og folkerett*,irak og folkerett,,0,,
2015,4,15,kontraktsforpliktelser,kontraktsforpliktelser,,0,,
2015,4,15,liability of intermediary service providers in the eu directive on electronic commerce,liability of intermediary service providers in the eu directive on electronic commerce,,1,,
2015,4,15,luhmann,luhmann,,4,,
2015,4,15,elevens verden,elevens verden,,3,,
2015,4,15,goffman,goffman,,1,,
2015,4,15,variability modeling,variability modeling,,0,,
2015,4,14,1875-3671,1875 3671,,0,,
2015,4,14,aleph japan,aleph japan,,0,,
2015,4,14,anthony giddens,anthony giddens,,0,,
2015,4,14,ordnett,ordnett,,0,,
2015,4,14,sykdomslære,sykdomslære,,1,,
2015,4,14,e.h. lind,eh lind,,0,,
2015,4,14,eu parlamentet,eu parlamentet,,0,,
2015,4,14,eva joly,eva joly,,0,,
2015,4,14,fremskrittspartiet,fremskrittspartiet,,0,,
2015,4,14,john dewey,john dewey,,3,,
2015,4,14,komparativ metode,komparativ metode,,6,,
2015,4,14,medical microbiology,medical microbiology,,5,,
2015,4,14,diskursanalyse som teori og metode,diskursanalyse som teori og metode,,2,,
2015,4,14,norge,norge,,0,,
2015,4,14,nyhetsvurderinger: på innsiden i fem redaksjoner,nyhetsvurderinger: på innsiden i fem redaksjoner,,0,,
2015,4,14,performing mixed reality,performing mixed reality,,1,,
2015,4,14,recent advances in studies on cardiac structure and metabolism,recent advances in studies on cardiac structure and metabolism,,0,,
2015,4,14,stress,stress,,0,,
2015,4,14,arbeidsrett og arbeidsliv,arbeidsrett og arbeidsliv,,2,,
2015,4,14,urban renewal,urban renewal,,0,,
2015,4,14,bandura,bandura,,3,,
2015,4,14,voltaire,voltaire,,0,,
2015,4,14,vurdering fremmedspråk,vurdering fremmedspråk,,3,,
2015,4,13,ana paula tavares,ana paula tavares,,0,,
2015,4,13,cambridge world history of slavery,cambridge world history of slavery,,0,,
2015,4,13,cloud computing,cloud computing,,0,,
2015,4,13,eckhoff rettskildelære,eckhoff rettskildelære,,3,,
2015,4,13,masteroppgave,masteroppgave,,0,,
2015,4,13,eu labour law,eu labour law,,0,,
2015,4,13,evil and human agency,evil and human agency,,1,,
2015,4,13,food allergy / metcalf,food allergy metcalf,,0,,
2015,4,13,gategallerier,gategallerier,,0,,
2015,4,13,gerard genette,gerard genette,,0,,
2015,4,13,goethe,goethe,,0,,
2015,4,13,inkludering i skolen,inkludering i skolen,,1,,
2015,4,13,adhd,adhd,,0,,
2015,4,13,iop i praksis,iop i praksis,,1,,
2015,4,13,islam,islam,,2,,
2015,4,13,japan globalization education,japan globalization education,,0,,
2015,4,13,juss og etikk,juss og etikk,,2,,
2015,4,13,langston hughes,langston hughes,,0,,
2015,4,13,"mouffe, chantal",mouffe chantal,,0,,
2015,4,13,munch norske folks historie,munch norske folks historie,,0,,
2015,4,13,straffeprosess,straffeprosess,,5,,
2015,4,13,barns språk,barns språk,,0,,
2015,4,13,nytt på nett og brett: journalistikk i forandring,nytt på nett og brett: journalistikk i forandring,,2,,
2015,4,13,när kriget kom till lyckhem,när kriget kom till lyckhem,,5,,
2015,4,13,observasjon,observasjon,,6,,
2015,4,13,peter the great,peter the great,,0,,
2015,4,13,private international law and the internet,private international law and the internet,,5,,
2015,4,13,charles fried,charles fried,,0,,
2015,4,13,northanger abbey,northanger abbey,,0,,
2015,4,13,trygghetssirkelen,trygghetssirkelen,,0,,
2015,4,13,union seminary quarterly review,union seminary quarterly review,,0,,
2015,4,13,utlendingsloven,utlendingsloven,,2,,
2015,4,13,vestens idehistorie,vestens idehistorie,,0,,
2015,4,13,øzerk,øzerk,,0,,
2015,4,12,direkte krav,direkte krav,,0,,
2015,4,12,anstalt og menneske,anstalt og menneske,,1,,
2015,4,12,bevæpning av politiet,bevæpning av politiet,,0,,
2015,4,12,christa wolf,christa wolf,,0,,
2015,4,12,dewey school and society,dewey school and society,,0,,
2015,4,12,systematikk og innlevelse,systematikk og innlevelse,,0,,
2015,4,12,effectuation,effectuation,,0,,
2015,4,12,elskeren,elskeren,,0,,
2015,4,12,elzevir,elzevir,,0,,
2015,4,12,erving goffman,erving goffman,,0,,
2015,4,12,estres inmunidad,estres inmunidad,,0,,
2015,4,12,forskningsjournalistikk,forskningsjournalistikk,,3,,
2015,4,12,gjems-onstad 1984,gjems onstad 1984,,0,,
2015,4,12,haavind,haavind,,1,,
2015,4,12,walter benjamin,walter benjamin,,2,,
2015,4,12,informasjonssikkerhet,informasjonssikkerhet,,5,,
2015,4,12,inkludering,inkludering,,0,,
2015,4,12,rettsstat og menneskerettigheter,rettsstat og menneskerettigheter,,2,,
2015,4,12,introduction to organic chemistry,introduction to organic chemistry,,0,,
2015,4,12,ivar alvik,ivar alvik,,1,,
2015,4,12,subrogasjon,subrogasjon,,0,,
2015,4,12,obligasjonsrett,obligasjonsrett,,0,,
2015,4,12,kirsti mac donald,kirsti mac donald,,11,,
2015,4,12,konkurrerende tariffavtaler,konkurrerende tariffavtaler,,2,,
2015,4,12,pengekravsrett,pengekravsrett,,4,,
2015,4,12,lermontov,lermontov,,2,,
2015,4,12,nytt norsk tidsskrift,nytt norsk tidsskrift,,0,,
2015,4,12,endokrinologi,endokrinologi,,0,,
2015,4,12,mindfulness,mindfulness,,1,,
2015,4,12,modern languages across the curriculum,modern languages across the curriculum,,0,,
2015,4,12,mrs dalloway,mrs dalloway,,4,,
2015,4,12,music in everyday life,music in everyday life,,1,,
2015,4,12,organisasjon og organisering,organisasjon og organisering,,0,,
2015,4,12,outsourcing,outsourcing,,1,,
2015,4,12,pedagogikk,pedagogikk,,0,,
2015,4,12,læringsstrategier,læringsstrategier,,0,,
2015,4,12,rang,rang,,0,,
2015,4,12,motivasjon,motivasjon,,0,,
2015,4,12,regression diagnostics: identifying influential data and sources of collinearity,regression diagnostics: identifying influential data and sources of collinearity,,0,,
2015,4,12,resiliency in conditions of war and military violence: preconditions and developmental processes,resiliency in conditions of war and military violence: preconditions and developmental processes,,1,,
2015,4,12,roland barthes,roland barthes,,0,,
2015,4,12,sara stridsberg,sara stridsberg,,0,,
2015,4,12,scottish national party,scottish national party,,0,,
2015,4,12,selvforståelse,selvforståelse,,0,,
2015,4,12,mønsterbesvarelser,mønsterbesvarelser,,5,,
2015,4,12,skoghøy,skoghøy,,0,,
2015,4,12,sosialisering i en digital og global medieverden,sosialisering i en digital og global medieverden,,0,,
2015,4,12,kritisk juss,kritisk juss,,3,,
2015,4,12,spss survival manual,spss survival manual,,0,,
2015,4,12,new york review of books,new york review of books,,3,,
2015,4,12,lærebok i utlendingsrett,lærebok i utlendingsrett,,1,,
2015,4,12,tito colliander,tito colliander,,0,,
2015,4,12,utdanning og sosial utjevning,utdanning og sosial utjevning,,2,,
2015,4,12,veiledning og praktisk yrkesteori,veiledning og praktisk yrkesteori,,3,,
2015,4,12,velferdsrett,velferdsrett,,7,,
2015,4,12,visualizing deviance,visualizing deviance,,0,,
2015,4,12,vladimir propp,vladimir propp,,8,,
2015,4,12,vurdering for læring,vurdering for læring,,3,,
2015,4,11,beck,beck,,0,,
2015,4,11,berlin dada,berlin dada,,0,,
2015,4,11,common disorders are quantitative traits,common disorders are quantitative traits,,0,,
2015,4,11,context aware system,context aware system,,0,,
2015,4,11,crafting democracy,crafting democracy,,0,,
2015,4,11,crime control as industry,crime control as industry,,0,,
2015,4,11,det flerstemmige klasserommet,det flerstemmige klasserommet,,4,,
2015,4,11,distinksjonen,distinksjonen,,0,,
2015,4,11,egil a wyller,egil a wyller,,0,,
2015,4,11,encyclopedia of public relations,encyclopedia of public relations,,0,,
2015,4,11,diskursanalyse,diskursanalyse,,0,,
2015,4,11,"familiepedagogikk: oppdragelsens hva, hvordan og hvorfor.",familiepedagogikk: oppdragelsens hva hvordan og hvorfor,,0,,
2015,4,11,foucault / diskurs,foucault diskurs,,1,,
2015,4,11,fox,fox,,0,,
2015,4,11,gadamer,gadamer,,2,,
2015,4,11,gender in egypt,gender in egypt,,0,,
2015,4,11,harrits,harrits,,1,,
2015,4,11,hcr-20,hcr 20,,1,,
2015,4,11,høyreekstremisme,høyreekstremisme,,0,,
2015,4,11,norges lover,norges lover,,0,,
2015,4,11,jane austen,jane austen,,1,,
2015,4,11,japan,japan,,0,,
2015,4,11,jim cummins,jim cummins,,6,,
2015,4,11,jon elster,jon elster,,0,,
2015,4,11,kriminalitetskontroll som industri,kriminalitetskontroll som industri,,2,,
2015,4,11,kvalitetsutvikling av tilpasset opplæring,kvalitetsutvikling av tilpasset opplæring,,0,,
2015,4,11,matematikk,matematikk,,0,,
2015,4,11,medical research ethics,medical research ethics,,11,,
2015,4,11,foreign affairs,foreign affairs,,0,,
2015,4,11,nationalism in small european countries,nationalism in small european countries,,0,,
2015,4,11,legathåndboken,legathåndboken,,0,,
2015,4,11,norsk teologisk tidsskrift,norsk teologisk tidsskrift,,4,,
2015,4,11,panteloven med kommentarer,panteloven med kommentarer,,1,,
